model,horizon_minutes,x_error_AE,y_error_AE,z_error_AE,satclockerror_AE,x_error_cumulative_MAE,y_error_cumulative_MAE,z_error_cumulative_MAE,satclockerror_cumulative_MAE
GRU,390,0.5881767510991736,4.2112052235,6.016923874875,2.5330410105,3.840728387610712,3.5047611548173077,2.4512507566221156,1.2511284584038462
GRU,405,6.121728485249999,3.0094221810000006,5.27754496975,2.908453412,3.9252098727084626,3.4864152668981485,2.5559283200712963,1.3125108640925927
GRU,420,5.268870733875,2.8953136885,3.9726465246249996,3.3609706135,3.9731977606072677,3.4653044962410715,2.606525398805357,1.3856701408571428
GRU,435,3.9192065474999995,1.8877510960000001,2.7817773194999997,4.024293715,3.9713359946380518,3.4109061031293106,2.6125685684844826,1.4766571606551724
GRU,450,2.830372691125,1.2770220635000005,1.9119727143749998,4.0282633165,3.9333038845209503,3.339776635141667,2.5892153733475,1.5617106991833334
GRU,465,1.8621016547500004,0.6403172109999997,0.6152769092499994,4.411090518,3.866490909367048,3.252697298879032,2.525539939021774,1.6536261772096774
GRU,480,0.3970465383750005,0.45861958150000004,0.18750899587500003,4.7273558195,3.758070772773547,3.1653823702109376,2.4524764720484376,1.74968022853125
GRU,495,0.5757370580000001,0.802014734,1.052901201,4.880815321,3.661636417780409,3.0937651691136363,2.410065100198485,1.844563110121212
GRU,510,0.6278197642500001,1.0668128495,1.060577218625,4.793845955875,3.572406516205985,3.0341489244191178,2.370374280152206,1.9313067232316177
GRU,525,0.6140717505,0.986295125,1.29220823625,4.25257049075,3.4878826657572426,2.975638815864286,2.3395695360407145,1.9976285451607143
GRU,540,0.6856184967500001,0.7503704005,1.158457253875,4.125622465625,3.4100419943959306,2.913825804326389,2.306760861536111,2.0567394873958333
GRU,555,0.8047554429999999,0.938532616,0.7851804115,3.8735507305,3.3396288443582027,2.8604395019391893,2.265637065589189,2.1058424939662164
GRU,570,1.05137058925,0.8094935114999999,0.784341589125,3.619378105375,3.279411521855355,2.806467239032895,2.226655605682237,2.1456723784769736
GRU,585,0.9320248355,0.928311797,0.76433350675,3.39668639025,3.2192221196411155,2.7583094071858976,2.189160167248077,2.1777496608301283
GRU,600,0.8877081217499999,0.9078452025,0.5568306243749999,3.253774595125,3.160934269693837,2.71204780206875,2.14835192867625,2.2046502841875
GRU,615,0.9074268780000001,1.064999978,0.07797512200000001,2.6456719,3.1059706747744755,2.6718759039207316,2.0978549333914636,2.2154069089634145
GRU,630,0.11161802450000013,0.21618692012499996,1.0818618223125,2.1822498140624997,3.0346765640536546,2.613407118592262,2.0736646212229166,2.2146174543229167
